audio_id,question_id,wpm,pause_count,speech_duration,word_count,average_pause,silence_ratio,long_pause_count,filler_count,repetition_count,hesitation_label
AUD_1268,Spontaneous,122,10,47.25,93,,,,,,High
AUD_1269,Spontaneous,161,6,61.5,70,,,,,,Medium
AUD_1270,Reading,177,5,56.11,117,,,,,,High
AUD_1271,Spontaneous,169,6,89.57,81,,,,,,Medium
AUD_1272,Spontaneous,131,9,54.33,73,,,,,,High
AUD_1273,Reading,142,9,78.51,195,,,,,,High
AUD_1274,Reading,154,13,76.95,116,,,,,,Medium
AUD_1275,Reading,121,5,25.0,152,,,,,,High
AUD_1276,Reading,162,13,26.09,103,,,,,,High
AUD_1277,Spontaneous,129,9,66.19,174,,,,,,Medium
AUD_1278,Reading,166,14,38.14,166,,,,,,Medium
AUD_1279,Reading,113,5,66.03,114,,,,,,High
AUD_1280,Reading,91,5,30.12,163,,,,,,High
AUD_1281,Spontaneous,147,12,47.79,125,,,,,,Low
AUD_1282,Spontaneous,131,9,27.17,66,,,,,,High
AUD_1283,Spontaneous,95,3,39.75,198,,,,,,Low
AUD_1284,Reading,134,5,26.18,157,,,,,,Medium
AUD_1285,Spontaneous,105,2,87.94,77,,,,,,High
AUD_1286,Reading,147,2,47.65,93,,,,,,High
AUD_1287,Reading,130,12,83.08,143,,,,,,Medium
AUD_1288,Reading,105,14,87.98,71,,,,,,High
AUD_1289,Reading,127,14,83.67,87,,,,,,Medium
AUD_1290,Spontaneous,111,14,51.85,63,,,,,,Medium
AUD_1291,Spontaneous,149,9,74.52,160,,,,,,Medium
AUD_1292,Spontaneous,117,5,30.76,171,,,,,,Medium
AUD_1293,Spontaneous,164,7,26.64,103,,,,,,High
AUD_1294,Reading,91,6,81.38,190,,,,,,Low
AUD_1295,Reading,126,14,22.18,176,,,,,,High
AUD_1296,Reading,146,11,88.06,68,,,,,,High
AUD_1297,Reading,92,7,67.05,91,,,,,,High
AUD_1298,Reading,109,5,49.37,90,,,,,,High
AUD_1299,Spontaneous,119,5,29.9,99,,,,,,Medium
AUD_1300,Spontaneous,92,8,70.63,180,,,,,,High
AUD_1301,Reading,139,2,59.42,125,,,,,,High
AUD_1302,Reading,147,10,69.78,192,,,,,,Medium
AUD_1303,Spontaneous,110,11,49.25,148,,,,,,Medium
AUD_1304,Spontaneous,139,4,24.64,99,,,,,,High
AUD_1305,Reading,180,5,42.05,194,,,,,,Medium
AUD_1306,Spontaneous,170,10,42.05,195,,,,,,Medium
AUD_1307,Spontaneous,95,6,20.61,91,,,,,,Medium
AUD_1308,Reading,102,13,20.67,194,,,,,,Medium
AUD_1309,Reading,134,5,43.15,65,,,,,,Medium
AUD_1310,Spontaneous,112,13,70.93,134,,,,,,High
AUD_1311,Spontaneous,97,7,63.68,101,,,,,,Medium
AUD_1312,Reading,113,2,36.73,85,,,,,,Medium
AUD_1313,Spontaneous,96,11,62.19,156,,,,,,Medium
AUD_1314,Spontaneous,138,2,65.32,130,,,,,,Medium
AUD_1315,Spontaneous,134,6,56.58,164,,,,,,High
AUD_1316,Reading,91,6,56.49,91,,,,,,Medium
AUD_1317,Spontaneous,133,12,45.88,198,,,,,,Medium
AUD_1318,Spontaneous,137,10,28.64,117,,,,,,Medium
AUD_1319,Reading,145,2,46.98,173,,,,,,Medium
AUD_1320,Reading,177,4,44.17,79,,,,,,High
AUD_1321,Spontaneous,178,4,61.44,82,,,,,,High
AUD_1322,Reading,137,5,79.94,152,,,,,,Medium
AUD_1323,Reading,166,13,46.28,102,,,,,,Low
AUD_1324,Spontaneous,98,14,69.68,193,,,,,,Medium
AUD_1325,Reading,138,8,76.83,182,,,,,,Medium
AUD_1326,Spontaneous,151,8,34.82,155,,,,,,Medium
AUD_1327,Spontaneous,141,11,83.12,126,,,,,,Medium
AUD_1328,Reading,111,6,24.93,143,,,,,,High
AUD_1329,Spontaneous,96,10,83.12,109,,,,,,High
AUD_1330,Spontaneous,125,8,31.45,160,,,,,,Medium
AUD_1331,Spontaneous,148,3,43.6,104,,,,,,High
AUD_1332,Spontaneous,179,13,62.37,140,,,,,,Medium
AUD_1333,Spontaneous,111,4,83.4,91,,,,,,High
AUD_1334,Reading,173,12,37.9,118,,,,,,High
AUD_1335,Reading,96,8,73.45,73,,,,,,High
AUD_1336,Spontaneous,174,6,69.73,167,,,,,,High
AUD_1337,Spontaneous,165,8,31.18,191,,,,,,High
AUD_1338,Reading,92,10,53.56,104,,,,,,High
AUD_1339,Spontaneous,117,10,53.71,64,,,,,,High
AUD_1340,Spontaneous,95,4,41.32,54,,,,,,Medium
AUD_1341,Spontaneous,180,9,74.59,150,,,,,,Medium
AUD_1342,Reading,129,14,84.82,181,,,,,,Medium
AUD_1343,Spontaneous,150,7,70.16,79,,,,,,Medium
AUD_1344,Reading,111,14,88.11,102,,,,,,Medium
AUD_1345,Spontaneous,174,5,23.53,122,,,,,,Medium
AUD_1346,Spontaneous,115,5,22.61,79,,,,,,High
AUD_1347,Reading,113,5,82.57,153,,,,,,High
AUD_1348,Reading,118,8,82.85,154,,,,,,High
AUD_1349,Spontaneous,132,7,27.5,157,,,,,,Medium
AUD_1350,Spontaneous,92,3,45.02,133,,,,,,High
AUD_1351,Spontaneous,144,6,78.48,141,,,,,,High
AUD_1352,Reading,93,6,29.0,120,,,,,,High
AUD_1353,Spontaneous,139,7,38.72,117,,,,,,Medium
AUD_1354,Reading,131,8,67.67,104,,,,,,Medium
AUD_1355,Spontaneous,112,13,88.73,148,,,,,,High
AUD_1356,Spontaneous,120,12,75.8,146,,,,,,Medium
AUD_1357,Spontaneous,154,9,74.41,120,,,,,,High
AUD_1358,Spontaneous,91,13,43.99,122,,,,,,High
AUD_1359,Spontaneous,118,11,66.29,126,,,,,,Medium
AUD_1360,Spontaneous,151,9,27.92,157,,,,,,Medium
AUD_1361,Spontaneous,104,12,89.46,139,,,,,,Medium
AUD_1362,Reading,140,6,53.64,148,,,,,,Medium
AUD_1363,Spontaneous,105,3,64.72,52,,,,,,Low
AUD_1364,Spontaneous,104,11,81.33,168,,,,,,Medium
AUD_1365,Spontaneous,160,9,20.07,199,,,,,,High
AUD_1366,Spontaneous,114,7,88.32,160,,,,,,Medium
AUD_1367,Reading,124,4,45.14,71,,,,,,High
AUD_1368,Reading,156,5,43.77,165,,,,,,High
AUD_1369,Spontaneous,106,13,30.15,162,,,,,,High
AUD_1370,Spontaneous,138,2,80.07,73,,,,,,Medium
AUD_1371,Reading,173,4,80.96,76,,,,,,Medium
AUD_1372,Reading,140,5,21.4,85,,,,,,High
AUD_1373,Reading,94,3,23.9,156,,,,,,High
AUD_1374,Spontaneous,143,13,84.28,194,,,,,,High
AUD_1375,Reading,98,7,28.6,105,,,,,,Medium
AUD_1376,Reading,115,9,63.46,59,,,,,,High
AUD_1377,Spontaneous,166,13,63.38,103,,,,,,High
AUD_1378,Spontaneous,91,7,80.88,130,,,,,,High
AUD_1379,Spontaneous,97,11,60.09,157,,,,,,Medium
AUD_1380,Reading,123,4,50.38,130,,,,,,High
AUD_1381,Reading,180,10,88.21,176,,,,,,Medium
AUD_1382,Reading,116,5,36.02,147,,,,,,Medium
AUD_1383,Reading,104,7,38.39,181,,,,,,Medium
AUD_1384,Spontaneous,139,5,25.93,110,,,,,,Medium
AUD_1385,Reading,137,5,88.27,198,,,,,,High
AUD_1386,Spontaneous,130,12,69.45,85,,,,,,Low
AUD_1387,Reading,175,3,20.85,151,,,,,,High
AUD_1388,Reading,115,11,69.3,95,,,,,,Medium
AUD_1389,Reading,116,3,48.29,144,,,,,,Medium
AUD_1390,Spontaneous,103,3,87.73,120,,,,,,High
AUD_1391,Reading,153,3,39.42,93,,,,,,Medium
AUD_1392,Spontaneous,119,9,69.72,113,,,,,,High
AUD_1393,Spontaneous,162,11,63.92,195,,,,,,Medium
AUD_1394,Spontaneous,177,5,20.84,62,,,,,,Medium
AUD_1395,Spontaneous,94,5,81.97,62,,,,,,High
AUD_1396,Reading,179,11,29.77,74,,,,,,Medium
AUD_1397,Reading,113,11,66.45,54,,,,,,High
AUD_1398,Spontaneous,128,12,74.29,177,,,,,,Medium
AUD_1399,Spontaneous,160,4,64.16,88,,,,,,Medium
AUD_1400,Reading,150,6,26.8,157,,,,,,Medium
AUD_1401,Reading,160,5,88.26,187,,,,,,High
AUD_1402,Spontaneous,132,8,36.58,74,,,,,,High
AUD_1403,Reading,172,11,63.95,123,,,,,,High
AUD_1404,Reading,161,8,75.8,88,,,,,,Medium
AUD_1405,Reading,118,7,85.75,65,,,,,,High
AUD_1406,Spontaneous,175,8,62.28,81,,,,,,Medium
AUD_1407,Spontaneous,176,13,38.13,112,,,,,,High
AUD_1408,Spontaneous,127,8,78.56,142,,,,,,Medium
AUD_1409,Spontaneous,149,14,31.43,94,,,,,,High
AUD_1410,Spontaneous,163,9,21.56,102,,,,,,Medium
AUD_1411,Reading,164,12,83.57,99,,,,,,Medium
AUD_1412,Reading,91,14,60.28,75,,,,,,Medium
AUD_1413,Reading,147,2,24.87,180,,,,,,High
AUD_1414,Spontaneous,178,4,60.58,139,,,,,,Medium
AUD_1415,Reading,111,13,30.15,88,,,,,,High
AUD_1416,Spontaneous,162,4,22.2,102,,,,,,Medium
AUD_1417,Spontaneous,138,6,28.16,71,,,,,,High
AUD_1418,Spontaneous,110,11,74.26,183,,,,,,High
AUD_1419,Spontaneous,95,14,72.9,101,,,,,,Medium
AUD_1420,Spontaneous,158,14,62.3,124,,,,,,High
AUD_1421,Spontaneous,118,8,34.65,122,,,,,,Medium
AUD_1422,Reading,124,11,71.73,78,,,,,,Medium
AUD_1423,Spontaneous,134,7,48.56,171,,,,,,High
AUD_1424,Reading,136,5,55.75,135,,,,,,High
AUD_1425,Spontaneous,109,7,82.83,95,,,,,,High
AUD_1426,Reading,150,8,52.05,53,,,,,,High
AUD_1427,Spontaneous,152,5,63.85,51,,,,,,High
AUD_1428,Spontaneous,103,12,87.32,182,,,,,,Medium
AUD_1429,Reading,138,9,51.6,95,,,,,,High
AUD_1430,Spontaneous,145,6,59.25,128,,,,,,High
AUD_1431,Spontaneous,107,4,60.91,196,,,,,,Medium
AUD_1432,Reading,170,3,36.85,108,,,,,,High
AUD_1433,Reading,133,2,71.58,121,,,,,,Medium
AUD_1434,Spontaneous,100,5,70.86,69,,,,,,High
AUD_1435,Reading,120,3,34.95,102,,,,,,Medium
AUD_1436,Reading,133,13,20.93,156,,,,,,High
AUD_1437,Spontaneous,91,4,89.93,104,,,,,,High
AUD_1438,Reading,93,2,60.71,170,,,,,,Medium
AUD_1439,Spontaneous,95,14,32.67,64,,,,,,High
AUD_1440,Reading,138,7,39.85,50,,,,,,Medium
AUD_1441,Spontaneous,120,5,63.25,144,,,,,,Medium
AUD_1442,Spontaneous,170,6,29.63,186,,,,,,Medium
AUD_1443,Spontaneous,140,9,22.61,67,,,,,,Medium
AUD_1444,Reading,158,12,75.89,154,,,,,,Medium
AUD_1445,Spontaneous,152,5,70.11,114,,,,,,High
AUD_1446,Reading,137,7,41.67,126,,,,,,High
AUD_1447,Spontaneous,157,4,24.09,165,,,,,,Medium
AUD_1448,Spontaneous,139,9,54.04,118,,,,,,Medium
AUD_1449,Spontaneous,125,14,39.33,191,,,,,,Medium
AUD_1450,Reading,129,4,47.84,124,,,,,,Medium
AUD_1451,Spontaneous,165,8,39.18,100,,,,,,High
AUD_1452,Spontaneous,141,8,32.27,64,,,,,,Medium
AUD_1453,Reading,124,4,47.09,118,,,,,,High
AUD_1454,Spontaneous,106,4,87.54,64,,,,,,Medium
AUD_1455,Spontaneous,135,11,38.64,79,,,,,,Medium
AUD_1456,Reading,113,11,43.52,127,,,,,,Low
AUD_1457,Reading,176,13,43.05,84,,,,,,Low
AUD_1458,Reading,134,12,53.62,118,,,,,,High
AUD_1459,Spontaneous,91,9,79.05,189,,,,,,High
AUD_1460,Reading,98,12,48.15,95,,,,,,High
AUD_1461,Spontaneous,116,4,76.43,175,,,,,,Medium
AUD_1462,Spontaneous,98,3,28.05,134,,,,,,Medium
AUD_1463,Reading,170,6,82.64,97,,,,,,Medium
AUD_1464,Reading,167,12,32.97,116,,,,,,High
AUD_1465,Spontaneous,177,8,22.74,138,,,,,,Medium
AUD_1466,Reading,154,9,31.08,101,,,,,,High
AUD_1467,Reading,148,2,33.35,71,,,,,,Medium
AUD_1468,Spontaneous,173,13,55.6,148,,,,,,Medium
AUD_1469,Reading,175,3,51.5,180,,,,,,Low
AUD_1470,Reading,169,14,70.11,137,,,,,,Medium
AUD_1471,Reading,168,8,23.57,185,,,,,,High
AUD_1472,Spontaneous,150,10,54.84,167,,,,,,Medium
AUD_1473,Reading,90,4,43.27,88,,,,,,High
AUD_1474,Reading,129,9,64.15,67,,,,,,High
AUD_1475,Spontaneous,147,11,23.06,154,,,,,,High
AUD_1476,Spontaneous,139,4,22.45,180,,,,,,Medium
AUD_1477,Spontaneous,164,5,49.91,195,,,,,,High
AUD_1478,Spontaneous,164,3,76.79,129,,,,,,High
AUD_1479,Reading,144,10,66.98,166,,,,,,Medium
AUD_1480,Spontaneous,92,6,21.17,50,,,,,,High
AUD_1481,Spontaneous,123,6,32.49,166,,,,,,High
AUD_1482,Reading,111,5,35.87,177,,,,,,Medium
AUD_1483,Spontaneous,120,14,49.61,75,,,,,,High
AUD_1484,Spontaneous,146,6,61.07,61,,,,,,High
AUD_1485,Reading,96,13,35.15,87,,,,,,High
AUD_1486,Spontaneous,92,2,46.78,134,,,,,,Medium
AUD_1487,Spontaneous,129,11,60.88,102,,,,,,Medium
AUD_1488,Reading,161,11,46.84,62,,,,,,Medium
AUD_1489,Reading,93,13,30.02,177,,,,,,Medium
AUD_1490,Reading,166,7,54.42,125,,,,,,High
AUD_1491,Reading,125,12,42.68,62,,,,,,Medium
AUD_1492,Reading,101,5,80.49,195,,,,,,High
AUD_1493,Reading,141,13,74.29,196,,,,,,Medium
AUD_1494,Reading,176,5,33.32,196,,,,,,Medium
AUD_1495,Reading,139,13,30.68,97,,,,,,Medium
AUD_1496,Reading,152,14,44.34,120,,,,,,High
AUD_1497,Reading,163,6,48.85,141,,,,,,High
AUD_1498,Reading,162,2,85.24,196,,,,,,Medium
AUD_1499,Reading,97,5,41.11,135,,,,,,High
AUD_1500,Spontaneous,157,11,80.73,132,,,,,,Medium
AUD_1501,Reading,175,4,55.37,97,,,,,,Medium
AUD_1502,Reading,153,6,81.99,78,,,,,,Medium
AUD_1503,Reading,165,11,69.14,68,,,,,,Medium
AUD_1504,Reading,134,6,69.59,148,,,,,,Medium
AUD_1505,Reading,119,9,56.32,96,,,,,,High
AUD_1506,Spontaneous,151,2,78.82,138,,,,,,High
AUD_1507,Spontaneous,134,4,37.81,109,,,,,,High
AUD_1508,Spontaneous,171,6,83.51,197,,,,,,High
AUD_1509,Spontaneous,178,12,64.57,196,,,,,,Medium
AUD_1510,Reading,164,4,50.71,91,,,,,,Medium
AUD_1511,Spontaneous,179,7,88.75,126,,,,,,Medium
AUD_1512,Spontaneous,121,11,80.34,125,,,,,,High
AUD_1513,Reading,171,14,74.04,192,,,,,,High
AUD_1514,Spontaneous,120,4,39.17,117,,,,,,High
AUD_1515,Spontaneous,101,7,88.16,128,,,,,,Medium
AUD_1516,Reading,146,9,72.01,124,,,,,,High
AUD_1517,Reading,131,5,62.37,136,,,,,,Medium
AUD_1518,Spontaneous,173,9,84.53,64,,,,,,High
AUD_1519,Reading,134,8,31.35,139,,,,,,Low
AUD_1520,Spontaneous,173,12,29.73,56,,,,,,Medium
AUD_1521,Reading,97,12,59.46,62,,,,,,High
AUD_1522,Spontaneous,165,14,23.97,62,,,,,,Low
AUD_1523,Spontaneous,158,5,66.48,197,,,,,,Medium
AUD_1524,Spontaneous,155,4,36.85,59,,,,,,High
AUD_1525,Reading,122,6,28.33,173,,,,,,High
AUD_1526,Reading,161,6,48.66,175,,,,,,High
AUD_1527,Spontaneous,134,8,52.62,76,,,,,,High
AUD_1528,Reading,154,12,31.93,149,,,,,,Medium
AUD_1529,Reading,140,2,22.91,65,,,,,,Medium
AUD_1530,Spontaneous,104,10,48.98,108,,,,,,Medium
AUD_1531,Reading,96,3,73.17,70,,,,,,High
AUD_1532,Reading,123,10,81.19,65,,,,,,High
AUD_1533,Spontaneous,174,10,26.83,62,,,,,,High
AUD_1534,Spontaneous,138,14,56.73,82,,,,,,Low
AUD_1535,Reading,162,14,38.44,118,,,,,,Medium
AUD_1536,Reading,142,4,46.22,101,,,,,,Medium
AUD_1537,Reading,176,8,85.34,114,,,,,,High
AUD_1538,Spontaneous,123,4,44.65,93,,,,,,Medium
AUD_1539,Reading,95,9,45.57,128,,,,,,Medium
AUD_1540,Reading,160,9,34.66,65,,,,,,High
AUD_1541,Reading,153,14,87.2,67,,,,,,Medium
AUD_1542,Reading,137,4,51.95,66,,,,,,High
AUD_1543,Reading,119,6,59.93,101,,,,,,Medium
AUD_1544,Reading,107,8,51.72,105,,,,,,Medium
AUD_1545,Spontaneous,133,2,37.7,142,,,,,,High
AUD_1546,Spontaneous,150,4,76.73,58,,,,,,Medium
AUD_1547,Spontaneous,142,2,21.99,194,,,,,,Medium
AUD_1548,Reading,129,3,68.32,76,,,,,,Medium
AUD_1549,Reading,139,8,61.6,86,,,,,,Medium
AUD_1550,Spontaneous,100,8,30.1,71,,,,,,Medium
AUD_1551,Spontaneous,153,4,31.61,121,,,,,,Medium
AUD_1552,Spontaneous,156,14,66.15,148,,,,,,Medium
AUD_1553,Spontaneous,91,7,41.85,121,,,,,,Medium
AUD_1554,Spontaneous,114,14,38.6,172,,,,,,Medium
AUD_1555,Reading,98,7,24.14,140,,,,,,Medium
AUD_1556,Reading,180,3,73.65,85,,,,,,High
AUD_1557,Reading,143,14,81.79,147,,,,,,High
AUD_1558,Reading,132,10,77.39,91,,,,,,High
AUD_1559,Reading,132,14,52.62,160,,,,,,Medium
AUD_1560,Spontaneous,177,9,57.38,62,,,,,,High
AUD_1561,Spontaneous,149,3,36.96,128,,,,,,High
AUD_1562,Reading,105,13,32.1,167,,,,,,High
AUD_1563,Spontaneous,130,5,77.61,101,,,,,,Medium
AUD_1564,Reading,160,10,75.88,144,,,,,,Medium
AUD_1565,Reading,128,5,74.42,161,,,,,,High
AUD_1566,Spontaneous,118,8,52.44,107,,,,,,High
AUD_1567,Reading,179,6,80.52,136,,,,,,High
AUD_1568,Reading,174,11,84.84,52,,,,,,Medium
AUD_1569,Reading,175,7,42.98,165,,,,,,Low
AUD_1570,Spontaneous,102,2,35.73,65,,,,,,High
AUD_1571,Spontaneous,111,5,52.5,179,,,,,,High
AUD_1572,Reading,130,6,32.55,72,,,,,,High
AUD_1573,Reading,165,7,81.88,147,,,,,,Medium
AUD_1574,Spontaneous,156,7,43.66,59,,,,,,High
AUD_1575,Spontaneous,166,6,60.33,114,,,,,,Medium
AUD_1576,Spontaneous,173,4,61.63,71,,,,,,Medium
AUD_1577,Spontaneous,160,12,56.05,101,,,,,,Medium
AUD_1578,Reading,114,3,30.96,160,,,,,,High
AUD_1579,Reading,116,8,89.37,129,,,,,,Medium
AUD_1580,Reading,122,2,32.08,182,,,,,,Medium
AUD_1581,Spontaneous,117,13,72.61,102,,,,,,High
AUD_1582,Spontaneous,112,13,75.4,72,,,,,,Medium
AUD_1583,Reading,158,6,30.16,155,,,,,,High
AUD_1584,Spontaneous,93,5,85.32,140,,,,,,High
AUD_1585,Reading,156,8,54.14,168,,,,,,Medium
AUD_1586,Spontaneous,164,3,64.02,187,,,,,,Medium
AUD_1587,Reading,96,12,64.95,169,,,,,,Low
AUD_1588,Reading,96,14,55.35,142,,,,,,High
AUD_1589,Reading,116,9,29.94,111,,,,,,High
AUD_1590,Reading,109,10,72.62,131,,,,,,Medium
AUD_1591,Spontaneous,142,14,60.73,56,,,,,,Medium
AUD_1592,Reading,151,13,28.31,149,,,,,,Medium
AUD_1593,Reading,147,11,69.02,123,,,,,,Medium
AUD_1594,Reading,122,2,69.19,187,,,,,,Medium
AUD_1595,Reading,135,6,58.39,106,,,,,,Medium
AUD_1596,Spontaneous,148,5,26.34,79,,,,,,Medium
AUD_1597,Reading,101,6,44.69,52,,,,,,Medium
AUD_1598,Reading,111,10,23.56,63,,,,,,Medium
AUD_1599,Spontaneous,170,13,53.43,126,,,,,,High
AUD_1600,Reading,121,4,83.45,132,,,,,,Medium
AUD_1601,Reading,162,2,20.16,187,,,,,,Medium
AUD_1602,Reading,113,12,38.66,128,,,,,,Medium
AUD_1603,Reading,94,4,75.99,87,,,,,,Medium
AUD_1604,Spontaneous,135,5,20.69,191,,,,,,High
AUD_1605,Spontaneous,170,14,20.71,89,,,,,,Medium
AUD_1606,Spontaneous,164,14,62.76,189,,,,,,Medium
AUD_1607,Spontaneous,113,3,75.24,191,,,,,,Medium
AUD_1608,Spontaneous,172,2,74.36,178,,,,,,High
AUD_1609,Spontaneous,133,2,74.57,117,,,,,,High
AUD_1610,Reading,94,9,45.27,98,,,,,,High
AUD_1611,Reading,93,5,81.79,67,,,,,,Medium
AUD_1612,Reading,134,13,20.9,113,,,,,,High
AUD_1613,Reading,139,3,41.85,145,,,,,,High
AUD_1614,Spontaneous,97,11,43.6,77,,,,,,Medium
AUD_1615,Reading,173,4,31.59,74,,,,,,High
AUD_1616,Reading,155,9,43.54,197,,,,,,Medium
AUD_1617,Spontaneous,162,7,61.01,79,,,,,,Medium
AUD_1618,Reading,143,9,56.42,151,,,,,,High
AUD_1619,Reading,150,11,42.36,166,,,,,,Low
AUD_1620,Spontaneous,125,6,72.45,155,,,,,,Medium
AUD_1621,Reading,151,4,70.04,123,,,,,,Medium
AUD_1622,Reading,178,7,39.65,118,,,,,,High
AUD_1623,Spontaneous,148,11,42.63,57,,,,,,High
AUD_1624,Reading,121,9,40.13,172,,,,,,Low
AUD_1625,Reading,116,6,29.02,146,,,,,,Medium
AUD_1626,Reading,177,6,72.69,150,,,,,,High
AUD_1627,Reading,107,4,23.24,50,,,,,,Medium
AUD_1628,Reading,163,4,30.54,144,,,,,,Medium
AUD_1629,Spontaneous,132,14,27.37,56,,,,,,High
AUD_1630,Reading,130,13,77.77,111,,,,,,High
AUD_1631,Reading,157,9,23.08,160,,,,,,High
AUD_1632,Reading,103,12,66.52,136,,,,,,High
AUD_1633,Spontaneous,132,2,23.11,136,,,,,,High
AUD_1634,Spontaneous,93,5,75.05,172,,,,,,Medium
AUD_1635,Spontaneous,150,10,83.89,57,,,,,,Medium
AUD_1636,Reading,95,7,54.08,113,,,,,,Medium
AUD_1637,Reading,98,7,76.32,185,,,,,,Medium
AUD_1638,Reading,166,11,69.45,180,,,,,,Low
AUD_1639,Reading,130,12,75.69,176,,,,,,High
AUD_1640,Reading,108,12,73.67,176,,,,,,High
AUD_1641,Spontaneous,143,14,34.38,165,,,,,,High
AUD_1642,Reading,137,8,54.97,98,,,,,,High
AUD_1643,Reading,127,12,87.23,179,,,,,,Medium
AUD_1644,Spontaneous,171,8,44.05,176,,,,,,Medium
AUD_1645,Spontaneous,157,7,87.93,186,,,,,,Medium
AUD_1646,Spontaneous,104,10,60.82,95,,,,,,Low
AUD_1647,Spontaneous,141,9,52.31,114,,,,,,High
AUD_1648,Spontaneous,98,13,66.04,139,,,,,,High
AUD_1649,Reading,112,9,77.11,78,,,,,,High
AUD_1650,Reading,172,3,47.59,82,,,,,,Low
AUD_1651,Reading,132,8,22.31,77,,,,,,Medium
AUD_1652,Reading,170,13,69.62,144,,,,,,Medium
AUD_1653,Reading,105,2,86.93,132,,,,,,Medium
AUD_1654,Spontaneous,108,11,63.75,161,,,,,,Medium
AUD_1655,Reading,122,9,33.19,163,,,,,,Low
AUD_1656,Reading,123,14,37.38,78,,,,,,High
AUD_1657,Spontaneous,157,4,83.68,188,,,,,,High
AUD_1658,Spontaneous,144,12,20.95,151,,,,,,Medium
AUD_1659,Reading,140,14,58.41,153,,,,,,Medium
AUD_1660,Reading,144,10,31.11,97,,,,,,High
AUD_1661,Spontaneous,156,6,39.79,173,,,,,,High
AUD_1662,Reading,170,8,41.49,160,,,,,,High
AUD_1663,Spontaneous,127,8,35.35,73,,,,,,High
AUD_1664,Reading,162,10,75.46,72,,,,,,High
AUD_1665,Spontaneous,135,3,43.25,65,,,,,,Medium
AUD_1666,Spontaneous,155,5,44.18,76,,,,,,Medium
AUD_1667,Spontaneous,169,13,51.71,182,,,,,,Medium
AUD_1668,Reading,93,9,83.16,84,,,,,,Medium
AUD_1669,Spontaneous,139,6,68.17,105,,,,,,High
AUD_1670,Spontaneous,179,12,24.32,176,,,,,,Medium
AUD_1671,Reading,135,6,22.75,187,,,,,,Medium
AUD_1672,Reading,168,4,59.65,87,,,,,,High
AUD_1673,Reading,107,6,82.09,58,,,,,,Medium
AUD_1674,Spontaneous,144,14,42.63,118,,,,,,High
AUD_1675,Spontaneous,168,8,37.34,54,,,,,,Medium
AUD_1676,Spontaneous,129,5,72.37,133,,,,,,High
AUD_1677,Reading,134,9,62.15,188,,,,,,Medium
AUD_1678,Reading,97,12,59.55,109,,,,,,Medium
AUD_1679,Spontaneous,94,7,30.45,184,,,,,,Low
AUD_1680,Reading,132,7,32.32,116,,,,,,Medium
AUD_1681,Reading,166,7,39.73,118,,,,,,High
AUD_1682,Spontaneous,174,5,34.48,126,,,,,,Low
AUD_1683,Spontaneous,149,4,88.0,193,,,,,,High
AUD_1684,Reading,164,11,21.3,167,,,,,,High
AUD_1685,Spontaneous,156,7,63.82,61,,,,,,High
AUD_1686,Reading,153,7,56.23,76,,,,,,Medium
AUD_1687,Reading,159,3,42.63,134,,,,,,Medium
AUD_1688,Spontaneous,135,11,82.13,157,,,,,,High
AUD_1689,Spontaneous,131,10,66.91,104,,,,,,High
AUD_1690,Reading,104,5,89.88,101,,,,,,High
AUD_1691,Reading,166,5,31.81,86,,,,,,High
AUD_1692,Spontaneous,94,11,26.15,162,,,,,,High
AUD_1693,Reading,114,14,29.76,169,,,,,,Medium
AUD_1694,Reading,137,13,38.85,64,,,,,,Medium
AUD_1695,Reading,177,12,49.18,133,,,,,,High
AUD_1696,Reading,161,13,80.38,132,,,,,,Medium
AUD_1697,Reading,123,13,39.85,114,,,,,,High
AUD_1698,Spontaneous,154,9,84.07,52,,,,,,Medium
AUD_1699,Reading,174,4,52.4,154,,,,,,High
AUD_1700,Reading,138,11,65.29,182,,,,,,Medium
AUD_1701,Spontaneous,132,8,38.51,186,,,,,,Medium
AUD_1702,Spontaneous,140,8,30.92,178,,,,,,Medium
AUD_1703,Spontaneous,118,3,80.86,79,,,,,,High
AUD_1704,Reading,172,4,27.67,120,,,,,,High
AUD_1705,Reading,162,13,74.18,197,,,,,,High
AUD_1706,Spontaneous,153,5,60.67,142,,,,,,High
AUD_1707,Spontaneous,143,3,80.28,76,,,,,,High
AUD_1708,Spontaneous,177,10,70.25,112,,,,,,High
AUD_1709,Spontaneous,117,11,39.72,130,,,,,,Medium
AUD_1710,Spontaneous,115,12,60.21,80,,,,,,High
AUD_1711,Reading,112,7,20.92,196,,,,,,High
AUD_1712,Spontaneous,157,2,53.27,163,,,,,,Medium
AUD_1713,Reading,162,2,26.02,151,,,,,,Medium
AUD_1714,Reading,144,9,50.03,142,,,,,,Medium
AUD_1715,Spontaneous,149,12,27.67,184,,,,,,Medium
AUD_1716,Spontaneous,121,7,86.88,120,,,,,,Medium
AUD_1717,Spontaneous,94,14,56.61,135,,,,,,High
AUD_1718,Spontaneous,113,11,83.93,185,,,,,,Medium
AUD_1719,Spontaneous,143,13,21.57,77,,,,,,High
AUD_1720,Reading,163,8,64.64,131,,,,,,High
AUD_1721,Spontaneous,160,7,41.49,144,,,,,,High
AUD_1722,Spontaneous,106,3,50.23,66,,,,,,High
AUD_1723,Reading,95,4,81.12,188,,,,,,High
