sample_id,speaker_id,age,gender,region,education_level,english_learning_years,task_type,speech_duration_sec,word_count,speaking_rate_wpm,pause_count,pronunciation_score,fluency_score,intonation_score,overall_score,target_level
AUD_1157,1194,36,Female,Guangdong,High School,13,Reading,43.06,144,91.81,13,52,76,99,73.3,Medium
AUD_1158,1863,20,Male,Jiangsu,Undergraduate,12,Reading,68.1,76,152.41,14,73,70,56,67.0,Medium
AUD_1159,1194,27,Female,Guangdong,High School,14,Reading,79.51,173,169.5,3,75,67,55,66.6,Medium
AUD_1160,1666,25,Male,Guangdong,Postgraduate,10,Reading,42.55,136,177.92,4,57,53,61,57.0,Low
AUD_1161,1092,32,Male,Jiangsu,Undergraduate,5,Spontaneous,42.75,197,164.75,14,96,96,95,95.7,High
AUD_1162,1671,27,Male,Beijing,Postgraduate,14,Reading,57.37,119,92.86,2,86,67,65,74.0,Medium
AUD_1163,1945,18,Female,Beijing,High School,14,Reading,65.72,163,148.67,11,57,58,81,64.5,Medium
AUD_1164,1060,35,Male,Beijing,Postgraduate,5,Reading,34.2,125,134.61,6,67,98,91,83.5,High
AUD_1165,1633,19,Female,Sichuan,High School,4,Spontaneous,83.89,163,174.41,4,67,79,60,68.5,Medium
AUD_1166,1050,36,Female,Beijing,High School,3,Spontaneous,65.81,52,171.19,13,61,84,53,65.5,Medium
AUD_1167,1402,30,Female,Guangdong,High School,10,Spontaneous,63.76,148,178.92,5,85,94,78,85.6,High
AUD_1168,1788,39,Male,Hubei,Postgraduate,11,Reading,83.29,173,167.57,5,89,79,83,84.19999999999999,High
AUD_1169,1004,18,Female,Shanghai,High School,11,Reading,83.51,94,139.22,7,51,88,58,64.19999999999999,Medium
AUD_1170,1465,19,Male,Jiangsu,Undergraduate,13,Reading,29.49,175,154.34,11,69,95,59,73.8,Medium
AUD_1171,1603,33,Female,Hubei,High School,10,Spontaneous,30.16,117,176.82,8,52,55,57,54.39999999999999,Low
AUD_1172,1681,32,Male,Shanghai,Undergraduate,7,Spontaneous,73.34,80,142.03,8,89,63,85,80.0,High
AUD_1173,1828,30,Female,Hubei,Undergraduate,3,Spontaneous,86.98,155,165.6,12,93,95,81,90.0,High
AUD_1174,1533,33,Male,Sichuan,Undergraduate,11,Spontaneous,66.66,87,174.8,9,83,78,94,84.8,High
AUD_1175,1404,34,Male,Shanghai,Undergraduate,8,Spontaneous,48.79,183,141.35,4,98,81,55,80.0,High
AUD_1176,1837,38,Male,Henan,Postgraduate,14,Spontaneous,67.84,57,104.32,6,95,63,55,73.4,Medium
AUD_1177,1512,24,Female,Zhejiang,Undergraduate,9,Reading,36.02,77,104.0,13,95,69,76,81.5,High
AUD_1178,1644,41,Female,Beijing,High School,10,Spontaneous,89.86,64,100.38,11,55,99,51,67.0,Medium
AUD_1179,1232,43,Male,Henan,Undergraduate,7,Spontaneous,50.18,57,132.87,7,89,58,58,70.4,Medium
AUD_1180,1523,34,Female,Sichuan,High School,8,Spontaneous,85.22,103,133.21,13,59,61,87,68.0,Medium
AUD_1181,1345,24,Female,Hubei,Postgraduate,14,Spontaneous,50.16,183,145.56,7,73,63,54,64.3,Medium
AUD_1182,1045,30,Female,Guangdong,Undergraduate,9,Reading,84.97,78,133.46,13,67,72,83,73.3,Medium
AUD_1183,1545,22,Female,Beijing,High School,9,Reading,43.5,164,177.57,9,82,97,63,80.80000000000001,High
AUD_1184,1944,43,Female,Henan,Postgraduate,4,Spontaneous,73.24,83,116.22,14,88,83,59,77.8,High
AUD_1185,1077,34,Female,Beijing,Postgraduate,13,Reading,86.57,56,168.64,6,56,65,96,70.7,Medium
AUD_1186,1729,20,Female,Shanghai,High School,14,Reading,65.22,89,99.03,6,94,67,98,87.1,High
AUD_1187,1812,24,Male,Zhejiang,Undergraduate,3,Reading,67.43,123,144.17,2,97,90,56,82.60000000000001,High
AUD_1188,1922,43,Male,Beijing,Postgraduate,10,Reading,27.2,190,148.35,2,93,89,69,84.60000000000001,High
AUD_1189,1072,34,Female,Hubei,High School,7,Reading,53.2,111,159.5,7,78,82,60,73.8,Medium
AUD_1190,1793,24,Male,Hubei,Undergraduate,12,Reading,82.07,135,135.27,11,68,54,62,62.0,Medium
AUD_1191,1248,38,Male,Jiangsu,Postgraduate,4,Reading,36.86,165,107.75,11,87,88,66,81.0,High
AUD_1192,1046,18,Male,Jiangsu,High School,5,Spontaneous,75.19,114,123.21,6,88,59,86,78.7,High
AUD_1193,1120,34,Female,Beijing,Postgraduate,8,Reading,67.3,90,114.49,12,74,71,93,78.80000000000001,High
AUD_1194,1213,34,Female,Shanghai,Postgraduate,12,Spontaneous,35.61,172,127.72,11,66,92,85,79.5,High
AUD_1195,1238,28,Female,Shanghai,High School,8,Reading,39.8,165,137.7,7,86,93,82,86.89999999999999,High
AUD_1196,1055,42,Female,Guangdong,Postgraduate,10,Reading,49.93,115,146.26,10,52,82,59,63.099999999999994,Medium
AUD_1197,1349,44,Female,Sichuan,High School,7,Reading,28.76,165,166.06,9,73,80,83,78.1,High
AUD_1198,1106,20,Male,Sichuan,Undergraduate,7,Spontaneous,83.94,188,171.9,8,67,55,94,71.5,Medium
AUD_1199,1830,32,Female,Henan,High School,9,Reading,71.76,150,131.63,8,98,85,62,83.3,High
AUD_1200,1047,38,Male,Sichuan,Undergraduate,12,Spontaneous,45.55,99,97.98,7,75,52,74,67.8,Medium
AUD_1201,1572,28,Female,Zhejiang,Postgraduate,7,Reading,40.98,120,161.74,7,70,53,93,71.8,Medium
AUD_1202,1336,43,Male,Shanghai,High School,11,Reading,68.27,129,132.94,2,60,76,82,71.39999999999999,Medium
AUD_1203,1025,33,Female,Guangdong,High School,8,Spontaneous,49.7,128,139.18,13,90,87,59,79.8,High
AUD_1204,1803,42,Female,Jiangsu,High School,9,Reading,36.05,69,143.62,8,66,74,73,70.5,Medium
AUD_1205,1256,39,Female,Hubei,High School,14,Reading,50.11,172,150.11,6,94,86,54,79.60000000000001,High
AUD_1206,1007,26,Female,Sichuan,Undergraduate,10,Reading,80.99,86,170.11,8,87,76,59,75.30000000000001,High
AUD_1207,1624,41,Female,Jiangsu,Undergraduate,7,Spontaneous,24.8,52,175.69,7,70,90,88,81.4,High
AUD_1208,1866,41,Female,Jiangsu,Postgraduate,13,Reading,45.79,142,174.62,9,53,85,96,75.5,High
AUD_1209,1252,18,Male,Beijing,Postgraduate,6,Reading,87.36,150,162.85,4,81,95,76,83.7,High
AUD_1210,1691,42,Female,Zhejiang,Postgraduate,14,Reading,21.04,81,170.03,9,67,96,99,85.3,High
AUD_1211,1718,39,Male,Guangdong,Postgraduate,10,Spontaneous,82.34,97,94.47,14,93,85,85,88.2,High
AUD_1212,1302,33,Female,Zhejiang,High School,14,Reading,46.24,95,166.42,8,77,95,82,83.89999999999999,High
AUD_1213,1638,26,Male,Beijing,Undergraduate,12,Spontaneous,33.27,163,96.5,2,85,91,77,84.39999999999999,High
AUD_1214,1055,36,Male,Guangdong,Undergraduate,11,Reading,21.05,144,157.16,4,86,56,89,77.9,High
AUD_1215,1725,29,Male,Guangdong,Undergraduate,3,Reading,24.94,96,105.24,11,93,79,92,88.5,High
AUD_1216,1525,36,Male,Shanghai,Undergraduate,5,Spontaneous,32.03,89,122.41,5,99,99,52,84.89999999999999,High
AUD_1217,1473,39,Male,Zhejiang,Postgraduate,14,Spontaneous,21.78,180,106.58,10,75,96,80,82.8,High
AUD_1218,1027,26,Male,Zhejiang,High School,6,Spontaneous,43.51,165,129.91,13,98,78,78,86.0,High
AUD_1219,1982,24,Female,Shanghai,Undergraduate,9,Spontaneous,23.14,140,127.06,7,73,89,93,83.80000000000001,High
AUD_1220,1077,31,Male,Henan,High School,8,Spontaneous,68.46,107,94.33,8,59,90,94,78.8,High
AUD_1221,1215,36,Female,Jiangsu,High School,12,Reading,77.32,59,164.74,6,87,54,99,80.7,High
AUD_1222,1385,36,Female,Beijing,High School,12,Reading,82.12,110,166.88,4,98,55,93,83.6,High
AUD_1223,1364,19,Male,Zhejiang,High School,13,Spontaneous,58.44,160,160.88,6,57,93,91,78.0,High
AUD_1224,1665,26,Male,Shanghai,Undergraduate,3,Reading,86.26,170,166.28,13,51,56,70,58.2,Low
AUD_1225,1525,30,Female,Hubei,Undergraduate,6,Reading,20.4,110,157.58,8,93,88,81,87.9,High
AUD_1226,1698,32,Male,Henan,Undergraduate,8,Spontaneous,29.38,55,174.37,10,84,81,77,81.0,High
AUD_1227,1311,20,Male,Guangdong,Postgraduate,5,Spontaneous,40.52,124,141.88,13,70,64,70,68.2,Medium
AUD_1228,1882,28,Male,Sichuan,Undergraduate,4,Spontaneous,75.23,164,142.44,10,76,62,96,77.8,High
AUD_1229,1006,38,Male,Hubei,Postgraduate,4,Reading,81.98,80,167.39,13,72,67,84,74.1,Medium
AUD_1230,1002,31,Male,Shanghai,Postgraduate,12,Spontaneous,63.27,172,121.45,9,81,59,79,73.8,Medium
AUD_1231,1622,42,Male,Sichuan,Postgraduate,14,Reading,46.83,116,94.51,6,75,89,96,85.5,High
AUD_1232,1918,25,Male,Jiangsu,Undergraduate,14,Spontaneous,66.61,62,157.49,8,56,60,66,60.2,Medium
AUD_1233,1749,35,Female,Beijing,Undergraduate,6,Spontaneous,32.66,108,112.91,5,82,89,78,82.9,High
AUD_1234,1362,36,Male,Sichuan,Undergraduate,3,Spontaneous,52.05,103,132.68,11,66,89,97,82.2,High
AUD_1235,1750,33,Female,Henan,Postgraduate,12,Spontaneous,55.53,153,111.64,6,57,96,51,66.89999999999999,Medium
AUD_1236,1507,19,Female,Jiangsu,Postgraduate,4,Reading,27.34,70,164.44,13,91,51,82,76.3,High
AUD_1237,1273,25,Female,Sichuan,High School,12,Reading,22.37,92,176.25,5,66,76,53,65.1,Medium
AUD_1238,1505,39,Female,Guangdong,Postgraduate,4,Reading,72.51,60,94.95,4,97,94,98,96.4,High
AUD_1239,1805,23,Male,Guangdong,Postgraduate,6,Spontaneous,57.43,158,111.0,14,91,99,88,92.5,High
AUD_1240,1738,29,Female,Henan,Undergraduate,6,Reading,43.26,116,107.06,12,96,93,74,88.50000000000001,High
AUD_1241,1882,32,Female,Guangdong,High School,3,Reading,50.61,144,150.59,14,97,57,54,72.10000000000001,Medium
AUD_1242,1014,42,Female,Guangdong,High School,9,Reading,87.04,155,128.58,2,67,98,53,72.1,Medium
AUD_1243,1191,25,Female,Shanghai,High School,9,Spontaneous,46.94,100,131.06,14,85,87,78,83.5,High
AUD_1244,1984,21,Female,Guangdong,Undergraduate,12,Reading,27.24,95,104.14,6,88,65,86,80.5,High
AUD_1245,1630,32,Male,Hubei,High School,13,Spontaneous,52.45,92,127.33,13,93,73,57,76.2,High
AUD_1246,1484,37,Male,Guangdong,High School,12,Spontaneous,65.36,76,117.29,3,72,72,69,71.1,Medium
AUD_1247,1027,42,Female,Hubei,Undergraduate,12,Reading,20.85,134,145.01,7,61,63,90,70.3,Medium
AUD_1248,1713,34,Male,Shanghai,High School,3,Reading,43.26,143,109.55,6,72,76,55,68.1,Medium
AUD_1249,1038,30,Male,Guangdong,Postgraduate,13,Spontaneous,47.55,176,145.33,12,82,59,85,76.0,High
AUD_1250,1952,35,Female,Henan,Postgraduate,10,Spontaneous,52.46,59,124.0,3,77,77,81,78.2,High
AUD_1251,1272,19,Female,Jiangsu,Postgraduate,12,Spontaneous,41.12,180,121.17,9,93,74,54,75.60000000000001,High
AUD_1252,1230,30,Female,Henan,Postgraduate,9,Reading,66.68,109,117.5,6,72,51,89,70.8,Medium
AUD_1253,1085,30,Male,Jiangsu,Postgraduate,9,Spontaneous,86.13,76,150.65,3,56,94,69,71.3,Medium
AUD_1254,1473,39,Female,Zhejiang,Postgraduate,13,Spontaneous,83.98,172,140.62,2,96,82,94,91.2,High
AUD_1255,1125,32,Male,Jiangsu,Postgraduate,8,Spontaneous,66.51,111,166.65,3,51,99,53,66.0,Medium
AUD_1256,1811,37,Male,Beijing,Postgraduate,14,Reading,55.48,95,111.74,2,50,95,88,74.9,Medium
AUD_1257,1536,44,Male,Beijing,Postgraduate,6,Spontaneous,77.81,175,93.61,11,53,84,71,67.7,Medium
AUD_1258,1144,27,Female,Beijing,Undergraduate,13,Spontaneous,78.52,112,106.38,11,57,96,82,76.19999999999999,High
AUD_1259,1524,20,Male,Shanghai,Undergraduate,10,Spontaneous,78.07,53,120.9,4,98,90,80,90.2,High
AUD_1260,1211,36,Female,Henan,Postgraduate,4,Spontaneous,31.05,65,106.17,4,78,62,90,76.8,High
AUD_1261,1024,20,Female,Jiangsu,Undergraduate,9,Spontaneous,21.78,123,97.52,13,67,54,78,66.4,Medium
AUD_1262,1579,39,Female,Henan,Undergraduate,5,Reading,88.82,161,130.08,11,86,54,54,66.8,Medium
AUD_1263,1393,31,Female,Hubei,Postgraduate,5,Reading,87.18,150,150.92,2,80,71,59,71.0,Medium
AUD_1264,1066,25,Female,Beijing,Postgraduate,9,Spontaneous,59.51,94,157.64,8,55,83,60,64.9,Medium
AUD_1265,1232,44,Male,Zhejiang,Undergraduate,14,Spontaneous,89.51,180,125.89,11,93,50,99,81.9,High
AUD_1266,1108,40,Male,Shanghai,Postgraduate,5,Spontaneous,73.94,66,133.02,8,73,66,86,74.8,Medium
AUD_1267,1145,21,Male,Zhejiang,Postgraduate,7,Spontaneous,56.22,54,157.99,14,97,98,71,89.5,High
AUD_1268,1110,44,Male,Jiangsu,Postgraduate,10,Spontaneous,47.25,93,121.74,10,90,58,73,75.3,High
AUD_1269,1227,37,Male,Guangdong,Postgraduate,6,Spontaneous,61.5,70,160.63,6,64,59,70,64.3,Medium
AUD_1270,1110,28,Female,Zhejiang,Undergraduate,9,Reading,56.11,117,177.06,5,89,64,85,80.3,High
AUD_1271,1469,43,Female,Guangdong,High School,9,Spontaneous,89.57,81,169.24,6,61,94,65,72.1,Medium
AUD_1272,1033,28,Male,Shanghai,Undergraduate,4,Spontaneous,54.33,73,130.82,9,95,78,51,76.7,High
AUD_1273,1622,44,Male,Zhejiang,High School,10,Reading,78.51,195,142.16,9,98,74,64,80.60000000000001,High
AUD_1274,1775,28,Male,Zhejiang,High School,12,Reading,76.95,116,154.48,13,63,70,90,73.2,Medium
AUD_1275,1935,19,Female,Sichuan,High School,14,Reading,25.0,152,121.44,5,76,66,98,79.6,High
AUD_1276,1368,34,Female,Shanghai,Undergraduate,12,Reading,26.09,103,161.93,13,86,76,75,79.7,High
AUD_1277,1747,26,Female,Shanghai,Undergraduate,11,Spontaneous,66.19,174,129.32,9,62,77,79,71.6,Medium
AUD_1278,1594,19,Male,Beijing,Undergraduate,8,Reading,38.14,166,166.22,14,87,72,51,71.7,Medium
AUD_1279,1553,41,Male,Jiangsu,Undergraduate,7,Reading,66.03,114,112.93,5,95,88,78,87.80000000000001,High
AUD_1280,1424,32,Male,Zhejiang,Undergraduate,3,Reading,30.12,163,91.02,5,87,85,55,76.80000000000001,High
AUD_1281,1612,33,Male,Henan,High School,3,Spontaneous,47.79,125,146.94,12,52,52,50,51.4,Low
AUD_1282,1517,42,Female,Zhejiang,Undergraduate,11,Spontaneous,27.17,66,130.67,9,65,82,89,77.3,High
AUD_1283,1691,21,Male,Hubei,High School,6,Spontaneous,39.75,198,95.38,3,61,56,60,59.2,Low
AUD_1284,1281,25,Male,Shanghai,Undergraduate,3,Reading,26.18,157,133.89,5,63,54,72,63.0,Medium
AUD_1285,1319,26,Male,Henan,Undergraduate,13,Spontaneous,87.94,77,105.17,2,83,75,75,78.2,High
AUD_1286,1737,43,Female,Shanghai,Postgraduate,12,Reading,47.65,93,146.68,2,99,66,80,83.4,High
AUD_1287,1442,43,Female,Jiangsu,High School,14,Reading,83.08,143,130.05,12,80,66,64,71.0,Medium
AUD_1288,1951,22,Male,Shanghai,Undergraduate,5,Reading,87.98,71,105.4,14,88,96,58,81.4,High
AUD_1289,1314,33,Female,Guangdong,Undergraduate,8,Reading,83.67,87,127.07,14,54,52,83,62.1,Medium
AUD_1290,1876,30,Female,Guangdong,Undergraduate,13,Spontaneous,51.85,63,110.94,14,61,52,88,66.4,Medium
AUD_1291,1965,24,Female,Sichuan,Postgraduate,13,Spontaneous,74.52,160,148.78,9,75,83,66,74.7,Medium
AUD_1292,1740,43,Female,Guangdong,High School,10,Spontaneous,30.76,171,116.56,5,66,57,84,68.7,Medium
AUD_1293,1376,37,Female,Guangdong,Undergraduate,12,Spontaneous,26.64,103,163.98,7,93,94,85,90.9,High
AUD_1294,1288,34,Male,Jiangsu,Undergraduate,4,Reading,81.38,190,91.27,6,60,55,52,56.1,Low
AUD_1295,1436,20,Male,Zhejiang,Undergraduate,10,Reading,22.18,176,126.31,14,82,86,89,85.30000000000001,High
AUD_1296,1661,22,Male,Guangdong,Postgraduate,3,Reading,88.06,68,145.54,11,90,94,60,82.2,High
AUD_1297,1276,36,Female,Henan,Undergraduate,13,Reading,67.05,91,92.03,7,89,71,77,80.0,High
AUD_1298,1709,29,Female,Sichuan,High School,4,Reading,49.37,90,109.43,5,95,82,97,91.69999999999999,High
AUD_1299,1581,44,Female,Shanghai,High School,10,Spontaneous,29.9,99,119.47,5,53,99,77,74.0,Medium
AUD_1300,1502,24,Female,Guangdong,High School,9,Spontaneous,70.63,180,91.97,8,81,56,95,77.7,High
AUD_1301,1623,26,Male,Sichuan,High School,7,Reading,59.42,125,139.2,2,80,98,68,81.8,High
AUD_1302,1515,23,Male,Jiangsu,Undergraduate,12,Reading,69.78,192,146.78,10,60,89,51,66.0,Medium
AUD_1303,1349,43,Male,Hubei,Postgraduate,4,Spontaneous,49.25,148,110.48,11,66,68,81,71.1,Medium
AUD_1304,1842,34,Male,Hubei,Postgraduate,11,Spontaneous,24.64,99,138.91,4,76,97,93,87.4,High
AUD_1305,1445,33,Male,Hubei,Postgraduate,7,Reading,42.05,194,179.92,5,57,95,60,69.3,Medium
AUD_1306,1829,40,Male,Shanghai,Undergraduate,10,Spontaneous,42.05,195,169.82,10,70,59,65,65.2,Medium
AUD_1307,1349,20,Female,Sichuan,Postgraduate,6,Spontaneous,20.61,91,95.28,6,82,72,60,72.4,Medium
AUD_1308,1606,38,Female,Guangdong,High School,11,Reading,20.67,194,101.51,13,99,51,52,70.5,Medium
AUD_1309,1663,43,Male,Zhejiang,Undergraduate,12,Reading,43.15,65,134.5,5,54,70,91,69.9,Medium
AUD_1310,1822,21,Female,Shanghai,Postgraduate,9,Spontaneous,70.93,134,112.07,13,81,73,78,77.69999999999999,High
AUD_1311,1136,27,Male,Shanghai,High School,4,Spontaneous,63.68,101,97.29,7,74,97,54,74.9,Medium
AUD_1312,1758,22,Male,Hubei,High School,5,Reading,36.73,85,112.91,2,57,62,77,64.5,Medium
AUD_1313,1898,38,Female,Zhejiang,Undergraduate,4,Spontaneous,62.19,156,95.51,11,76,54,80,70.6,Medium
AUD_1314,1242,39,Male,Hubei,Undergraduate,7,Spontaneous,65.32,130,137.69,2,75,67,62,68.69999999999999,Medium
AUD_1315,1542,27,Male,Shanghai,Postgraduate,4,Spontaneous,56.58,164,134.12,6,89,60,74,75.8,High
AUD_1316,1039,29,Male,Guangdong,Postgraduate,7,Reading,56.49,91,90.57,6,78,86,55,73.5,Medium
AUD_1317,1228,27,Female,Hubei,Postgraduate,11,Spontaneous,45.88,198,133.43,12,58,81,52,63.1,Medium
AUD_1318,1547,30,Female,Hubei,Undergraduate,4,Spontaneous,28.64,117,136.78,10,67,77,71,71.2,Medium
AUD_1319,1919,28,Female,Henan,Postgraduate,11,Reading,46.98,173,144.51,2,56,71,90,70.7,Medium
AUD_1320,1222,39,Female,Hubei,Postgraduate,9,Reading,44.17,79,177.31,4,91,94,88,91.0,High
AUD_1321,1005,33,Male,Shanghai,High School,9,Spontaneous,61.44,82,178.44,4,70,77,81,75.39999999999999,High
AUD_1322,1321,25,Female,Guangdong,High School,7,Reading,79.94,152,137.42,5,65,50,79,64.7,Medium
AUD_1323,1467,25,Female,Zhejiang,High School,10,Reading,46.28,102,166.07,13,52,55,56,54.099999999999994,Low
AUD_1324,1731,44,Female,Beijing,Postgraduate,9,Spontaneous,69.68,193,97.66,14,81,60,74,72.6,Medium
AUD_1325,1074,42,Male,Zhejiang,Undergraduate,8,Reading,76.83,182,137.8,8,59,91,51,66.2,Medium
AUD_1326,1003,25,Female,Guangdong,High School,4,Spontaneous,34.82,155,151.1,8,81,82,57,74.1,Medium
AUD_1327,1846,30,Female,Jiangsu,Undergraduate,8,Spontaneous,83.12,126,140.83,11,57,65,99,72.0,Medium
AUD_1328,1645,44,Male,Hubei,Postgraduate,4,Reading,24.93,143,110.76,6,81,62,82,75.6,High
AUD_1329,1117,19,Male,Zhejiang,Postgraduate,3,Spontaneous,83.12,109,95.64,10,99,70,77,83.7,High
AUD_1330,1880,29,Male,Jiangsu,High School,11,Spontaneous,31.45,160,124.8,8,53,97,59,68.0,Medium
AUD_1331,1605,27,Male,Jiangsu,Undergraduate,7,Spontaneous,43.6,104,148.29,3,78,96,87,86.1,High
AUD_1332,1503,29,Female,Guangdong,High School,12,Spontaneous,62.37,140,179.25,13,61,88,67,70.89999999999999,Medium
AUD_1333,1997,28,Male,Guangdong,Postgraduate,12,Spontaneous,83.4,91,111.29,4,86,95,62,81.5,High
AUD_1334,1946,32,Female,Henan,Undergraduate,6,Reading,37.9,118,172.6,12,85,73,70,76.9,High
AUD_1335,1573,33,Female,Hubei,High School,14,Reading,73.45,73,96.14,8,68,92,82,79.39999999999999,High
AUD_1336,1440,34,Female,Beijing,Postgraduate,13,Spontaneous,69.73,167,173.79,6,86,76,72,78.8,High
AUD_1337,1193,43,Female,Sichuan,High School,10,Spontaneous,31.18,191,164.91,8,96,94,50,81.60000000000001,High
AUD_1338,1846,19,Female,Shanghai,Undergraduate,7,Reading,53.56,104,91.89,10,80,86,93,85.69999999999999,High
AUD_1339,1714,35,Male,Zhejiang,Undergraduate,9,Spontaneous,53.71,64,116.84,10,93,99,89,93.60000000000001,High
AUD_1340,1391,29,Female,Guangdong,Undergraduate,5,Spontaneous,41.32,54,94.59,4,75,52,70,66.6,Medium
AUD_1341,1025,36,Female,Zhejiang,Undergraduate,10,Spontaneous,74.59,150,179.6,9,94,61,54,72.10000000000001,Medium
AUD_1342,1434,43,Female,Sichuan,Undergraduate,10,Reading,84.82,181,128.51,14,55,56,84,64.0,Medium
AUD_1343,1172,40,Male,Sichuan,High School,5,Spontaneous,70.16,79,149.6,7,78,69,67,72.0,Medium
AUD_1344,1299,35,Female,Hubei,High School,11,Reading,88.11,102,111.08,14,66,64,87,71.7,Medium
AUD_1345,1644,34,Female,Jiangsu,High School,10,Spontaneous,23.53,122,174.04,5,69,50,85,68.1,Medium
AUD_1346,1325,23,Male,Hubei,High School,3,Spontaneous,22.61,79,114.68,5,91,59,96,82.89999999999999,High
AUD_1347,1409,42,Female,Shanghai,Postgraduate,10,Reading,82.57,153,113.42,5,95,63,78,80.3,High
AUD_1348,1117,32,Female,Beijing,Postgraduate,14,Reading,82.85,154,118.31,8,96,64,75,80.10000000000001,High
AUD_1349,1835,20,Male,Zhejiang,High School,13,Spontaneous,27.5,157,131.62,7,59,83,85,74.0,Medium
AUD_1350,1786,23,Female,Shanghai,Postgraduate,6,Spontaneous,45.02,133,91.67,3,55,98,87,77.5,High
AUD_1351,1723,20,Female,Henan,Postgraduate,8,Spontaneous,78.48,141,143.81,6,97,74,99,90.7,High
AUD_1352,1224,18,Female,Beijing,Undergraduate,12,Reading,29.0,120,92.85,6,81,80,67,76.5,High
AUD_1353,1531,30,Female,Zhejiang,High School,11,Spontaneous,38.72,117,138.53,7,51,59,78,61.5,Medium
AUD_1354,1112,38,Female,Shanghai,Postgraduate,7,Reading,67.67,104,131.21,8,59,86,80,73.4,Medium
AUD_1355,1139,43,Male,Guangdong,Postgraduate,9,Spontaneous,88.73,148,111.83,13,86,55,91,78.2,High
AUD_1356,1558,31,Male,Zhejiang,High School,3,Spontaneous,75.8,146,119.68,12,76,55,62,65.5,Medium
AUD_1357,1000,30,Male,Shanghai,Undergraduate,11,Spontaneous,74.41,120,153.51,9,90,77,99,88.8,High
AUD_1358,1089,44,Female,Sichuan,High School,8,Spontaneous,43.99,122,90.86,13,68,87,79,77.0,High
AUD_1359,1653,21,Female,Beijing,Undergraduate,13,Spontaneous,66.29,126,118.5,11,90,63,56,71.7,Medium
AUD_1360,1319,24,Female,Shanghai,Postgraduate,6,Spontaneous,27.92,157,151.23,9,65,62,89,71.3,Medium
AUD_1361,1549,39,Male,Guangdong,Undergraduate,8,Spontaneous,89.46,139,103.7,12,69,62,55,62.7,Medium
AUD_1362,1804,27,Female,Hubei,Undergraduate,7,Reading,53.64,148,140.43,6,85,59,51,67.0,Medium
AUD_1363,1893,24,Female,Zhejiang,High School,5,Spontaneous,64.72,52,105.2,3,54,65,57,58.2,Low
AUD_1364,1138,38,Female,Henan,Postgraduate,9,Spontaneous,81.33,168,103.93,11,67,88,59,70.9,Medium
AUD_1365,1510,32,Male,Zhejiang,High School,5,Spontaneous,20.07,199,159.51,9,57,84,98,77.4,High
AUD_1366,1867,32,Male,Zhejiang,High School,4,Spontaneous,88.32,160,113.99,7,62,64,93,71.9,Medium
AUD_1367,1844,21,Female,Guangdong,Postgraduate,6,Reading,45.14,71,123.82,4,90,72,92,85.19999999999999,High
AUD_1368,1258,40,Female,Beijing,High School,9,Reading,43.77,165,155.7,5,59,86,98,78.80000000000001,High
AUD_1369,1672,40,Female,Zhejiang,High School,7,Spontaneous,30.15,162,106.16,13,85,57,97,80.19999999999999,High
AUD_1370,1901,23,Male,Beijing,Undergraduate,11,Spontaneous,80.07,73,137.86,2,68,75,71,71.0,Medium
AUD_1371,1689,41,Male,Shanghai,High School,12,Reading,80.96,76,172.6,4,80,71,59,71.0,Medium
AUD_1372,1009,37,Male,Sichuan,Postgraduate,9,Reading,21.4,85,139.84,5,85,54,84,75.4,High
AUD_1373,1260,43,Female,Henan,High School,14,Reading,23.9,156,94.4,3,78,83,68,76.5,High
AUD_1374,1918,22,Male,Sichuan,Undergraduate,11,Spontaneous,84.28,194,143.07,13,94,76,53,76.30000000000001,High
AUD_1375,1649,37,Female,Beijing,High School,11,Reading,28.6,105,98.11,7,72,68,68,69.6,Medium
AUD_1376,1171,29,Female,Beijing,High School,14,Reading,63.46,59,115.39,9,81,92,90,87.0,High
AUD_1377,1897,18,Male,Sichuan,High School,4,Spontaneous,63.38,103,166.47,13,98,92,69,87.5,High
AUD_1378,1012,25,Female,Zhejiang,Undergraduate,3,Spontaneous,80.88,130,91.0,7,60,84,98,78.6,High
AUD_1379,1167,18,Male,Jiangsu,Postgraduate,13,Spontaneous,60.09,157,96.93,11,51,94,53,64.5,Medium
AUD_1380,1641,22,Female,Jiangsu,Postgraduate,6,Reading,50.38,130,122.7,4,81,69,98,82.5,High
AUD_1381,1595,39,Female,Guangdong,Undergraduate,6,Reading,88.21,176,179.95,10,54,96,75,72.9,Medium
AUD_1382,1320,23,Male,Henan,Undergraduate,4,Reading,36.02,147,116.27,5,80,87,52,73.69999999999999,Medium
AUD_1383,1318,38,Female,Hubei,High School,5,Reading,38.39,181,104.15,7,62,62,79,67.1,Medium
AUD_1384,1612,20,Female,Sichuan,Postgraduate,5,Spontaneous,25.93,110,139.45,5,71,67,85,74.0,Medium
AUD_1385,1328,32,Female,Sichuan,Undergraduate,7,Reading,88.27,198,136.73,5,84,67,90,80.7,High
AUD_1386,1784,22,Female,Guangdong,Postgraduate,3,Spontaneous,69.45,85,130.47,12,68,50,55,58.7,Low
AUD_1387,1776,41,Female,Henan,High School,11,Reading,20.85,151,175.2,3,78,81,88,81.9,High
AUD_1388,1970,31,Female,Jiangsu,Undergraduate,10,Reading,69.3,95,115.21,11,72,74,76,73.8,Medium
